Capteur,Date,Heure,totalIn,totalOut,averageBus,averageMotos,averagePL,averageVL,averageOther,averageSpeed
P13,2022/10/18,14,95,65,0.00625,0.0,0.0,0.775,0.13125,NaN
P13,2022/10/18,15,88,66,0.0,0.0,0.0,0.7662337662337663,0.18181818181818182,NaN
P13,2022/10/18,16,133,104,0.008438818565400843,0.0,0.0,0.8396624472573839,0.08016877637130802,NaN
P13,2022/10/18,17,130,158,0.0,0.0,0.0,0.8194444444444444,0.0763888888888889,NaN
P13,2022/10/18,18,142,157,0.0033444816053511705,0.0,0.0,0.7658862876254181,0.11371237458193979,NaN
P13,2022/10/18,19,80,95,0.005714285714285714,0.0,0.0,0.8114285714285714,0.09714285714285714,NaN
P13,2022/10/18,20,62,64,0.007936507936507936,0.0,0.0,0.8412698412698413,0.07936507936507936,NaN
P13,2022/10/18,21,35,59,0.0,0.0,0.0,0.7978723404255319,0.1702127659574468,NaN
P13,2022/10/18,22,37,56,0.0,0.0,0.0,0.8602150537634409,0.07526881720430108,NaN
P13,2022/10/18,23,23,27,0.0,0.0,0.0,0.92,0.06,NaN
P13,2022/10/19,0,5,14,0.0,0.0,0.0,0.8421052631578947,0.05263157894736842,NaN
P13,2022/10/19,1,7,9,0.0,0.0,0.0,0.75,0.125,NaN
P13,2022/10/19,2,4,6,0.0,0.0,0.0,0.6,0.2,NaN
P13,2022/10/19,3,1,3,0.0,0.0,0.0,0.5,0.5,NaN
P13,2022/10/19,4,0,1,0.0,0.0,0.0,1.0,0.0,NaN
P13,2022/10/19,5,7,5,0.0,0.0,0.0,0.75,0.16666666666666666,NaN
P13,2022/10/19,6,17,38,0.0,0.0,0.0,0.7272727272727273,0.21818181818181817,NaN
P13,2022/10/19,7,142,117,0.015444015444015444,0.0,0.0,0.7760617760617761,0.09652509652509653,NaN
P13,2022/10/19,8,175,115,0.0,0.0,0.0,0.7827586206896552,0.10344827586206896,NaN
P13,2022/10/19,9,129,84,0.0,0.0,0.0,0.755868544600939,0.15023474178403756,NaN
P13,2022/10/19,10,64,56,0.0,0.0,0.0,0.7166666666666667,0.2,NaN
P13,2022/10/19,11,71,50,0.0,0.0,0.0,0.7272727272727273,0.1487603305785124,NaN
P13,2022/10/19,12,96,114,0.0,0.0,0.0,0.7952380952380952,0.12380952380952381,NaN
P13,2022/10/19,13,134,81,0.004651162790697674,0.0,0.0,0.7767441860465116,0.11627906976744186,NaN
P13,2022/10/19,14,76,51,0.0,0.0,0.0,0.8188976377952756,0.11023622047244094,NaN
P13,2022/10/19,15,94,70,0.0,0.0,0.0,0.7804878048780488,0.15853658536585366,NaN
P13,2022/10/19,16,134,92,0.0,0.0,0.0,0.8185840707964602,0.09292035398230089,NaN
P13,2022/10/19,17,125,150,0.0,0.0,0.0,0.8036363636363636,0.06909090909090909,NaN
P13,2022/10/19,18,128,138,0.0,0.0,0.0,0.8195488721804511,0.05263157894736842,NaN
P13,2022/10/19,19,102,102,0.004901960784313725,0.0,0.0,0.8480392156862745,0.0784313725490196,NaN
P13,2022/10/19,20,65,69,0.007462686567164179,0.0,0.0,0.7611940298507462,0.13432835820895522,NaN
P13,2022/10/19,21,32,34,0.0,0.0,0.0,0.7575757575757576,0.18181818181818182,NaN
P13,2022/10/19,22,24,35,0.0,0.0,0.0,0.7966101694915254,0.1016949152542373,NaN
P13,2022/10/19,23,22,14,0.0,0.0,0.0,0.8333333333333334,0.05555555555555555,NaN
P13,2022/10/20,0,11,13,0.0,0.0,0.0,0.9583333333333334,0.041666666666666664,NaN
P13,2022/10/20,1,10,6,0.0,0.0,0.0,0.9375,0.0,NaN
P13,2022/10/20,2,3,5,0.0,0.0,0.0,1.0,0.0,NaN
P13,2022/10/20,3,3,5,0.0,0.0,0.0,0.375,0.375,NaN
P13,2022/10/20,4,2,4,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,NaN
P13,2022/10/20,5,1,7,0.0,0.0,0.0,0.75,0.25,NaN
P13,2022/10/20,6,11,33,0.0,0.0,0.0,0.7954545454545454,0.1590909090909091,NaN
P13,2022/10/20,7,137,116,0.007905138339920948,0.0,0.0,0.8221343873517787,0.09090909090909091,NaN
P13,2022/10/20,8,236,144,0.0,0.0,0.0,0.8184210526315789,0.07368421052631578,NaN
P13,2022/10/20,9,141,101,0.0,0.0,0.0,0.8140495867768595,0.09917355371900827,NaN
P13,2022/10/20,10,74,66,0.0,0.0,0.0,0.7071428571428572,0.2,NaN
P13,2022/10/20,11,74,71,0.0,0.0,0.0,0.7586206896551724,0.1793103448275862,NaN
P13,2022/10/20,12,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/20,13,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/20,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/20,15,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/20,16,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/20,17,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/20,18,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/20,19,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/20,20,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/20,21,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/20,22,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/20,23,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/7,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/7,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/7,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/7,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/7,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/7,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/7,6,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/7,7,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/7,8,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/7,9,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/7,10,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/7,11,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P13,2022/10/7,12,95,150,0.0,0.0,0.0,0.7714285714285715,0.1346938775510204,NaN
P13,2022/10/7,13,162,84,0.0040650406504065045,0.0,0.0,0.8495934959349594,0.06910569105691057,NaN
P13,2022/10/7,14,86,69,0.0064516129032258064,0.0,0.0,0.7548387096774194,0.14838709677419354,NaN
P13,2022/10/7,15,93,87,0.0,0.0,0.0,0.7944444444444444,0.1111111111111111,NaN
P13,2022/10/7,16,159,121,0.010714285714285714,0.0,0.0,0.8321428571428572,0.08571428571428572,NaN
P13,2022/10/7,17,155,175,0.006060606060606061,0.0,0.0,0.8212121212121212,0.09696969696969697,NaN
P13,2022/10/7,18,96,115,0.0,0.0,0.0,0.8720379146919431,0.07582938388625593,NaN
P13,2022/10/7,19,80,80,0.00625,0.0,0.0,0.83125,0.11875,NaN
P13,2022/10/7,20,76,66,0.007042253521126761,0.0,0.0,0.7887323943661971,0.1267605633802817,NaN
P13,2022/10/7,21,52,51,0.0,0.0,0.0,0.7766990291262136,0.14563106796116504,NaN
P13,2022/10/7,22,31,33,0.0,0.0,0.0,0.84375,0.140625,NaN
P13,2022/10/7,23,23,32,0.0,0.0,0.0,0.9636363636363636,0.01818181818181818,NaN
P13,2022/10/8,0,15,21,0.0,0.0,0.0,0.8055555555555556,0.08333333333333333,NaN
P13,2022/10/8,1,19,27,0.0,0.0,0.0,0.8260869565217391,0.10869565217391304,NaN
P13,2022/10/8,2,18,19,0.0,0.0,0.0,0.7837837837837838,0.1891891891891892,NaN
P13,2022/10/8,3,6,6,0.0,0.0,0.0,0.75,0.16666666666666666,NaN
P13,2022/10/8,4,5,9,0.0,0.0,0.0,0.7857142857142857,0.14285714285714285,NaN
P13,2022/10/8,5,7,7,0.0,0.0,0.0,0.6428571428571429,0.35714285714285715,NaN
P13,2022/10/8,6,8,12,0.0,0.0,0.0,0.7,0.15,NaN
P13,2022/10/8,7,14,6,0.0,0.0,0.0,0.65,0.25,NaN
P13,2022/10/8,8,22,22,0.0,0.0,0.0,0.7727272727272727,0.13636363636363635,NaN
P13,2022/10/8,9,47,31,0.0,0.0,0.0,0.8076923076923077,0.08974358974358974,NaN
P13,2022/10/8,10,42,44,0.0,0.0,0.0,0.813953488372093,0.1511627906976744,NaN
P13,2022/10/8,11,48,44,0.0,0.0,0.0,0.8152173913043478,0.14130434782608695,NaN
P13,2022/10/8,12,58,60,0.0,0.0,0.0,0.8983050847457628,0.05084745762711865,NaN
P13,2022/10/8,13,64,47,0.0,0.0,0.0,0.8558558558558559,0.11711711711711711,NaN
P13,2022/10/8,14,64,56,0.0,0.0,0.0,0.8416666666666667,0.1,NaN
P13,2022/10/8,15,47,41,0.0,0.0,0.0,0.875,0.07954545454545454,NaN
P13,2022/10/8,16,37,39,0.0,0.0,0.0,0.8289473684210527,0.09210526315789473,NaN
P13,2022/10/8,17,51,49,0.0,0.0,0.0,0.88,0.08,NaN
P13,2022/10/8,18,41,67,0.0,0.0,0.0,0.8703703703703703,0.10185185185185185,NaN
P13,2022/10/8,19,43,57,0.0,0.0,0.0,0.9,0.04,NaN
P13,2022/10/8,20,46,35,0.012345679012345678,0.0,0.0,0.8148148148148148,0.09876543209876543,NaN
P13,2022/10/8,21,34,26,0.0,0.0,0.0,0.8666666666666667,0.08333333333333333,NaN
P13,2022/10/8,22,19,16,0.0,0.0,0.0,0.8857142857142857,0.05714285714285714,NaN
P13,2022/10/8,23,20,27,0.0,0.0,0.0,0.9574468085106383,0.0425531914893617,NaN
P13,2022/10/9,0,24,22,0.0,0.0,0.0,0.9130434782608695,0.043478260869565216,NaN
P13,2022/10/9,1,16,10,0.0,0.0,0.0,0.8076923076923077,0.07692307692307693,NaN
P13,2022/10/9,2,22,17,0.0,0.0,0.0,0.8974358974358975,0.10256410256410256,NaN
P13,2022/10/9,3,8,6,0.0,0.0,0.0,1.0,0.0,NaN
P13,2022/10/9,4,1,2,0.0,0.0,0.0,1.0,0.0,NaN
P13,2022/10/9,5,3,3,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,NaN
P13,2022/10/9,6,3,14,0.0,0.0,0.0,0.8235294117647058,0.11764705882352941,NaN
P13,2022/10/9,7,6,7,0.0,0.0,0.0,0.9230769230769231,0.0,NaN
P13,2022/10/9,8,12,18,0.0,0.0,0.0,0.8,0.06666666666666667,NaN
P13,2022/10/9,9,18,16,0.0,0.0,0.0,0.8235294117647058,0.058823529411764705,NaN
P13,2022/10/9,10,30,27,0.0,0.0,0.0,0.8070175438596491,0.10526315789473684,NaN
P13,2022/10/9,11,38,36,0.0,0.0,0.0,0.9054054054054054,0.05405405405405406,NaN
P13,2022/10/9,12,83,50,0.0,0.0,0.0,0.9097744360902256,0.06015037593984962,NaN
P13,2022/10/9,13,54,46,0.0,0.0,0.0,0.89,0.06,NaN
P13,2022/10/9,14,35,37,0.0,0.0,0.0,0.8611111111111112,0.06944444444444445,NaN
P13,2022/10/9,15,39,43,0.0,0.0,0.0,0.8170731707317073,0.14634146341463414,NaN
P13,2022/10/9,16,32,48,0.0,0.0,0.0,0.8625,0.1,NaN
P13,2022/10/9,17,40,41,0.0,0.0,0.0,0.8518518518518519,0.07407407407407407,NaN
P13,2022/10/9,18,46,51,0.0,0.0,0.0,0.8144329896907216,0.15463917525773196,NaN
P13,2022/10/9,19,50,49,0.0,0.0,0.0,0.7777777777777778,0.16161616161616163,NaN
P13,2022/10/9,20,31,46,0.0,0.0,0.0,0.8181818181818182,0.14285714285714285,NaN
P13,2022/10/9,21,34,38,0.0,0.0,0.0,0.8472222222222222,0.1388888888888889,NaN
P13,2022/10/9,22,19,19,0.0,0.0,0.0,0.9473684210526315,0.05263157894736842,NaN
P13,2022/10/9,23,15,14,0.0,0.0,0.0,0.7241379310344828,0.20689655172413793,NaN
P19,10/10/22,0,6,0,0.0,0.0,0.0,0.0,1.0,25.333333333333332
P19,10/10/22,1,5,0,0.0,0.0,0.0,0.0,1.0,32.4
P19,10/10/22,2,3,0,0.0,0.0,0.0,0.0,1.0,31.0
P19,10/10/22,3,2,0,0.0,0.0,0.0,0.0,1.0,35.5
P19,10/10/22,4,2,0,0.0,0.0,0.0,0.0,1.0,29.0
P19,10/10/22,5,2,0,0.0,0.0,0.0,0.0,1.0,25.5
P19,10/10/22,6,12,0,0.0,0.0,0.0,0.0,1.0,31.333333333333332
P19,10/10/22,7,135,0,0.0,0.0,0.0,0.0,1.0,27.644444444444446
P19,10/10/22,8,144,0,0.0,0.0,0.0,0.0,1.0,27.625
P19,10/10/22,9,253,0,0.0,0.0,0.0,0.0,1.0,27.68379446640316
P19,10/10/22,10,59,0,0.0,0.0,0.0,0.0,1.0,26.25423728813559
P19,10/10/22,11,186,0,0.0,0.0,0.0,0.0,1.0,27.978494623655912
P19,10/10/22,12,134,0,0.0,0.0,0.0,0.0,1.0,27.388059701492537
P19,10/10/22,13,186,0,0.0,0.0,0.0,0.0,1.0,27.155913978494624
P19,10/10/22,14,140,0,0.0,0.0,0.0,0.0,1.0,27.564285714285713
P19,10/10/22,15,89,0,0.0,0.0,0.0,0.0,1.0,26.15730337078652
P19,10/10/22,16,213,0,0.0,0.0,0.0,0.0,1.0,26.539906103286384
P19,10/10/22,17,174,0,0.0,0.0,0.0,0.0,1.0,27.17816091954023
P19,10/10/22,18,204,0,0.0,0.0,0.0,0.0,1.0,27.926470588235293
P19,10/10/22,19,104,0,0.0,0.0,0.0,0.0,1.0,29.75
P19,10/10/22,20,82,0,0.0,0.0,0.0,0.0,1.0,27.890243902439025
P19,10/10/22,21,30,0,0.0,0.0,0.0,0.0,1.0,26.633333333333333
P19,10/10/22,22,14,0,0.0,0.0,0.0,0.0,1.0,28.642857142857142
P19,10/10/22,23,13,0,0.0,0.0,0.0,0.0,1.0,28.384615384615383
P19,11/10/22,0,7,0,0.0,0.0,0.0,0.0,1.0,30.857142857142858
P19,11/10/22,1,8,0,0.0,0.0,0.0,0.0,1.0,27.75
P19,11/10/22,2,1,0,0.0,0.0,0.0,0.0,1.0,27.0
P19,11/10/22,3,1,0,0.0,0.0,0.0,0.0,1.0,31.0
P19,11/10/22,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P19,11/10/22,5,2,0,0.0,0.0,0.0,0.0,1.0,31.0
P19,11/10/22,6,10,0,0.0,0.0,0.0,0.0,1.0,30.6
P19,11/10/22,7,174,0,0.0,0.0,0.0,0.0,1.0,27.45402298850575
P19,11/10/22,8,174,0,0.0,0.0,0.0,0.0,1.0,29.04022988505747
P19,11/10/22,9,205,0,0.0,0.0,0.0,0.0,1.0,27.990243902439026
P19,11/10/22,10,77,0,0.0,0.0,0.0,0.0,1.0,28.454545454545453
P19,11/10/22,11,159,0,0.0,0.0,0.0,0.0,1.0,28.157232704402517
P19,11/10/22,12,150,0,0.0,0.0,0.0,0.0,1.0,27.866666666666667
P19,11/10/22,13,190,0,0.0,0.0,0.0,0.0,1.0,27.410526315789475
P19,11/10/22,14,175,0,0.0,0.0,0.0,0.0,1.0,27.017142857142858
P19,11/10/22,15,77,0,0.0,0.0,0.0,0.0,1.0,28.636363636363637
P19,11/10/22,16,208,0,0.0,0.0,0.0,0.0,1.0,25.740384615384617
P19,11/10/22,17,227,0,0.0,0.0,0.0,0.0,1.0,26.3920704845815
P19,11/10/22,18,258,0,0.0,0.0,0.0,0.0,1.0,26.03875968992248
P19,11/10/22,19,101,0,0.0,0.0,0.0,0.0,1.0,26.306930693069308
P19,11/10/22,20,115,0,0.0,0.0,0.0,0.0,1.0,27.095652173913045
P19,11/10/22,21,26,0,0.0,0.0,0.0,0.0,1.0,28.423076923076923
P19,11/10/22,22,25,0,0.0,0.0,0.0,0.0,1.0,28.12
P19,11/10/22,23,22,0,0.0,0.0,0.0,0.0,1.0,29.681818181818183
P19,12/10/22,0,8,0,0.0,0.0,0.0,0.0,1.0,27.875
P19,12/10/22,1,4,0,0.0,0.0,0.0,0.0,1.0,31.75
P19,12/10/22,2,2,0,0.0,0.0,0.0,0.0,1.0,32.5
P19,12/10/22,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P19,12/10/22,4,1,0,0.0,0.0,0.0,0.0,1.0,33.0
P19,12/10/22,5,2,0,0.0,0.0,0.0,0.0,1.0,30.5
P19,12/10/22,6,12,0,0.0,0.0,0.0,0.0,1.0,30.5
P19,12/10/22,7,179,0,0.0,0.0,0.0,0.0,1.0,26.64804469273743
P19,12/10/22,8,129,0,0.0,0.0,0.0,0.0,1.0,28.62015503875969
P19,12/10/22,9,203,0,0.0,0.0,0.0,0.0,1.0,26.123152709359605
P19,12/10/22,10,90,0,0.0,0.0,0.0,0.0,1.0,28.91111111111111
P19,12/10/22,11,148,0,0.0,0.0,0.0,0.0,1.0,27.7027027027027
P19,12/10/22,12,122,0,0.0,0.0,0.0,0.0,1.0,28.07377049180328
P19,12/10/22,13,159,0,0.0,0.0,0.0,0.0,1.0,29.031446540880502
P19,12/10/22,14,117,0,0.0,0.0,0.0,0.0,1.0,29.427350427350426
P19,12/10/22,15,103,0,0.0,0.0,0.0,0.0,1.0,29.475728155339805
P19,12/10/22,16,192,0,0.0,0.0,0.0,0.0,1.0,28.901041666666668
P19,12/10/22,17,150,0,0.0,0.0,0.0,0.0,1.0,28.573333333333334
P19,12/10/22,18,195,0,0.0,0.0,0.0,0.0,1.0,27.902564102564103
P19,12/10/22,19,88,0,0.0,0.0,0.0,0.0,1.0,27.704545454545453
P19,12/10/22,20,98,0,0.0,0.0,0.0,0.0,1.0,28.26530612244898
P19,12/10/22,21,25,0,0.0,0.0,0.0,0.0,1.0,28.6
P19,12/10/22,22,29,0,0.0,0.0,0.0,0.0,1.0,30.448275862068964
P19,12/10/22,23,18,0,0.0,0.0,0.0,0.0,1.0,30.38888888888889
P19,13/10/22,0,12,0,0.0,0.0,0.0,0.0,1.0,29.416666666666668
P19,13/10/22,1,5,0,0.0,0.0,0.0,0.0,1.0,32.2
P19,13/10/22,2,3,0,0.0,0.0,0.0,0.0,1.0,36.0
P19,13/10/22,3,1,0,0.0,0.0,0.0,0.0,1.0,37.0
P19,13/10/22,4,1,0,0.0,0.0,0.0,0.0,1.0,33.0
P19,13/10/22,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN
P19,13/10/22,6,7,0,0.0,0.0,0.0,0.0,1.0,27.571428571428573
P19,13/10/22,7,209,0,0.0,0.0,0.0,0.0,1.0,27.373205741626794
P19,13/10/22,8,162,0,0.0,0.0,0.0,0.0,1.0,28.419753086419753
P19,13/10/22,9,220,0,0.0,0.0,0.0,0.0,1.0,28.26818181818182
P19,13/10/22,10,79,0,0.0,0.0,0.0,0.0,1.0,27.78481012658228
P19,13/10/22,11,204,0,0.0,0.0,0.0,0.0,1.0,25.36764705882353
P19,13/10/22,12,142,0,0.0,0.0,0.0,0.0,1.0,26.387323943661972
P19,13/10/22,13,195,0,0.0,0.0,0.0,0.0,1.0,25.6974358974359
P19,13/10/22,14,136,0,0.0,0.0,0.0,0.0,1.0,26.220588235294116
P19,13/10/22,15,107,0,0.0,0.0,0.0,0.0,1.0,26.53271028037383
P19,13/10/22,16,201,0,0.0,0.0,0.0,0.0,1.0,26.686567164179106
P19,13/10/22,17,151,0,0.0,0.0,0.0,0.0,1.0,27.066225165562916
P19,13/10/22,18,181,0,0.0,0.0,0.0,0.0,1.0,27.1878453038674
P19,13/10/22,19,93,0,0.0,0.0,0.0,0.0,1.0,27.473118279569892
P19,13/10/22,20,90,0,0.0,0.0,0.0,0.0,1.0,28.177777777777777
P19,13/10/22,21,28,0,0.0,0.0,0.0,0.0,1.0,27.071428571428573
P19,13/10/22,22,15,0,0.0,0.0,0.0,0.0,1.0,27.8
P19,13/10/22,23,19,0,0.0,0.0,0.0,0.0,1.0,28.157894736842106
P19,14/10/22,0,11,0,0.0,0.0,0.0,0.0,1.0,28.363636363636363
P19,14/10/22,1,6,0,0.0,0.0,0.0,0.0,1.0,27.666666666666668
P19,14/10/22,2,4,0,0.0,0.0,0.0,0.0,1.0,27.5
P19,14/10/22,3,3,0,0.0,0.0,0.0,0.0,1.0,24.0
P19,14/10/22,4,3,0,0.0,0.0,0.0,0.0,1.0,31.333333333333332
P19,14/10/22,5,5,0,0.0,0.0,0.0,0.0,1.0,31.0
P19,14/10/22,6,8,0,0.0,0.0,0.0,0.0,1.0,30.5
P19,14/10/22,7,121,0,0.0,0.0,0.0,0.0,1.0,26.983471074380166
P19,14/10/22,8,140,0,0.0,0.0,0.0,0.0,1.0,28.585714285714285
P19,14/10/22,9,203,0,0.0,0.0,0.0,0.0,1.0,27.95566502463054
P19,14/10/22,10,81,0,0.0,0.0,0.0,0.0,1.0,27.493827160493826
P19,14/10/22,11,162,0,0.0,0.0,0.0,0.0,1.0,29.24074074074074
P19,14/10/22,12,157,0,0.0,0.0,0.0,0.0,1.0,27.94904458598726
P19,14/10/22,13,184,0,0.0,0.0,0.0,0.0,1.0,28.733695652173914
P19,14/10/22,14,146,0,0.0,0.0,0.0,0.0,1.0,27.86986301369863
P19,14/10/22,15,108,0,0.0,0.0,0.0,0.0,1.0,27.564814814814813
P19,14/10/22,16,234,0,0.0,0.0,0.0,0.0,1.0,27.914529914529915
P19,14/10/22,17,130,0,0.0,0.0,0.0,0.0,1.0,28.16923076923077
P19,14/10/22,18,154,0,0.0,0.0,0.0,0.0,1.0,28.38961038961039
P19,14/10/22,19,64,0,0.0,0.0,0.0,0.0,1.0,29.390625
P19,14/10/22,20,66,0,0.0,0.0,0.0,0.0,1.0,28.272727272727273
P19,14/10/22,21,29,0,0.0,0.0,0.0,0.0,1.0,28.82758620689655
P19,14/10/22,22,27,0,0.0,0.0,0.0,0.0,1.0,28.14814814814815
P19,14/10/22,23,20,0,0.0,0.0,0.0,0.0,1.0,26.55
P19,15/10/22,0,7,0,0.0,0.0,0.0,0.0,1.0,26.428571428571427
P19,15/10/22,1,12,0,0.0,0.0,0.0,0.0,1.0,31.5
P19,15/10/22,2,7,0,0.0,0.0,0.0,0.0,1.0,28.0
P19,15/10/22,3,2,0,0.0,0.0,0.0,0.0,1.0,31.0
P19,15/10/22,4,4,0,0.0,0.0,0.0,0.0,1.0,27.75
P19,15/10/22,5,1,0,0.0,0.0,0.0,0.0,1.0,24.0
P19,15/10/22,6,6,0,0.0,0.0,0.0,0.0,1.0,25.666666666666668
P19,15/10/22,7,42,0,0.0,0.0,0.0,0.0,1.0,26.595238095238095
P19,15/10/22,8,31,0,0.0,0.0,0.0,0.0,1.0,29.677419354838708
P19,15/10/22,9,47,0,0.0,0.0,0.0,0.0,1.0,30.361702127659573
P19,15/10/22,10,20,0,0.0,0.0,0.0,0.0,1.0,30.5
P19,15/10/22,11,42,0,0.0,0.0,0.0,0.0,1.0,29.404761904761905
P19,15/10/22,12,33,0,0.0,0.0,0.0,0.0,1.0,30.181818181818183
P19,15/10/22,13,34,0,0.0,0.0,0.0,0.0,1.0,28.61764705882353
P19,15/10/22,14,34,0,0.0,0.0,0.0,0.0,1.0,29.823529411764707
P19,15/10/22,15,25,0,0.0,0.0,0.0,0.0,1.0,29.48
P19,15/10/22,16,25,0,0.0,0.0,0.0,0.0,1.0,26.52
P19,15/10/22,17,39,0,0.0,0.0,0.0,0.0,1.0,27.384615384615383
P19,15/10/22,18,39,0,0.0,0.0,0.0,0.0,1.0,27.564102564102566
P19,15/10/22,19,26,0,0.0,0.0,0.0,0.0,1.0,27.576923076923077
P19,15/10/22,20,27,0,0.0,0.0,0.0,0.0,1.0,29.444444444444443
P19,15/10/22,21,27,0,0.0,0.0,0.0,0.0,1.0,28.11111111111111
P19,15/10/22,22,8,0,0.0,0.0,0.0,0.0,1.0,26.5
P19,15/10/22,23,15,0,0.0,0.0,0.0,0.0,1.0,30.6
P19,16/10/22,0,18,0,0.0,0.0,0.0,0.0,1.0,27.333333333333332
P19,16/10/22,1,7,0,0.0,0.0,0.0,0.0,1.0,28.428571428571427
P19,16/10/22,2,7,0,0.0,0.0,0.0,0.0,1.0,28.142857142857142
P19,16/10/22,3,6,0,0.0,0.0,0.0,0.0,1.0,26.833333333333332
P19,16/10/22,4,4,0,0.0,0.0,0.0,0.0,1.0,31.75
P19,16/10/22,5,1,0,0.0,0.0,0.0,0.0,1.0,27.0
P19,16/10/22,6,4,0,0.0,0.0,0.0,0.0,1.0,25.75
P19,16/10/22,7,4,0,0.0,0.0,0.0,0.0,1.0,25.75
P19,16/10/22,8,5,0,0.0,0.0,0.0,0.0,1.0,24.2
P19,16/10/22,9,8,0,0.0,0.0,0.0,0.0,1.0,31.375
P19,16/10/22,10,14,0,0.0,0.0,0.0,0.0,1.0,29.142857142857142
P19,16/10/22,11,26,0,0.0,0.0,0.0,0.0,1.0,29.5
P19,16/10/22,12,28,0,0.0,0.0,0.0,0.0,1.0,28.214285714285715
P19,16/10/22,13,24,0,0.0,0.0,0.0,0.0,1.0,28.833333333333332
P19,16/10/22,14,20,0,0.0,0.0,0.0,0.0,1.0,26.1
P19,16/10/22,15,35,0,0.0,0.0,0.0,0.0,1.0,27.714285714285715
P19,16/10/22,16,24,0,0.0,0.0,0.0,0.0,1.0,29.0
P19,16/10/22,17,26,0,0.0,0.0,0.0,0.0,1.0,26.26923076923077
P19,16/10/22,18,36,0,0.0,0.0,0.0,0.0,1.0,25.77777777777778
P19,16/10/22,19,32,0,0.0,0.0,0.0,0.0,1.0,26.96875
P19,16/10/22,20,29,0,0.0,0.0,0.0,0.0,1.0,27.379310344827587
P19,16/10/22,21,29,0,0.0,0.0,0.0,0.0,1.0,27.93103448275862
P19,16/10/22,22,11,0,0.0,0.0,0.0,0.0,1.0,28.90909090909091
P19,16/10/22,23,13,0,0.0,0.0,0.0,0.0,1.0,28.76923076923077
P19,17/10/22,0,8,0,0.0,0.0,0.0,0.0,1.0,27.625
P19,17/10/22,1,5,0,0.0,0.0,0.0,0.0,1.0,26.8
P19,17/10/22,2,6,0,0.0,0.0,0.0,0.0,1.0,31.666666666666668
P19,17/10/22,3,1,0,0.0,0.0,0.0,0.0,1.0,36.0
P19,17/10/22,4,1,0,0.0,0.0,0.0,0.0,1.0,33.0
P19,17/10/22,5,1,0,0.0,0.0,0.0,0.0,1.0,23.0
P19,17/10/22,6,14,0,0.0,0.0,0.0,0.0,1.0,28.5
P19,17/10/22,7,141,0,0.0,0.0,0.0,0.0,1.0,27.20567375886525
P19,17/10/22,8,181,0,0.0,0.0,0.0,0.0,1.0,28.193370165745858
P19,17/10/22,9,224,0,0.0,0.0,0.0,0.0,1.0,28.267857142857142
P19,17/10/22,10,86,0,0.0,0.0,0.0,0.0,1.0,27.372093023255815
P19,17/10/22,11,199,0,0.0,0.0,0.0,0.0,1.0,28.050251256281406
P19,17/10/22,12,140,0,0.0,0.0,0.0,0.0,1.0,28.007142857142856
P19,17/10/22,13,211,0,0.0,0.0,0.0,0.0,1.0,28.848341232227487
P19,17/10/22,14,148,0,0.0,0.0,0.0,0.0,1.0,29.2972972972973
P19,17/10/22,15,99,0,0.0,0.0,0.0,0.0,1.0,28.03030303030303
P19,17/10/22,16,221,0,0.0,0.0,0.0,0.0,1.0,26.891402714932127
P19,17/10/22,17,176,0,0.0,0.0,0.0,0.0,1.0,26.886363636363637
P19,17/10/22,18,234,0,0.0,0.0,0.0,0.0,1.0,26.79059829059829
